# name: NOAA-Weather
# source: https://www.ncei.noaa.gov/access/services/data/v1
# import date: 12/13/2023&comma; 4:17:52 PM
# description: Historical weather data fetched from NOAA. Note that the attribute "utc" has been hidden.
# attribute -- name: where, description: weather station, type: categorical, editable: true
# attribute -- name: latitude, description: Latitude of weather station, type: numeric, unit: º, editable: true
# attribute -- name: longitude, description: Longitude of weather station, type: numeric, unit: º, editable: true
# attribute -- name: elevation, description: Elevation of weather station, type: numeric, unit: ft, precision: 0, editable: true
# attribute -- name: when, description: When the observation occurred in weather station's standard time, type: date, editable: true
# attribute -- name: tMax, description: Maximum temperature, unit: °F, editable: true
# attribute -- name: tMin, description: Minimum temperature, unit: °F, editable: true
# attribute -- name: tAvg, description: Average temperature, unit: °F, editable: true
# attribute -- name: precip, description: Precipitation, unit: in, editable: true
where,latitude,longitude,elevation,when,tMax,tMin,tAvg,precip
NORWOOD MEMORIAL AIRPORT,42.191,-71.174,49.868767999999996,2022-08,88.34,61.88,75.2,2.3228346456692917
NORWOOD MEMORIAL AIRPORT,42.191,-71.174,49.868767999999996,2022-09,74.84,50.72,62.78,4.283464566929134
NORWOOD MEMORIAL AIRPORT,42.191,-71.174,49.868767999999996,2022-10,65.84,41.72,53.78,4.31496062992126
NORWOOD MEMORIAL AIRPORT,42.191,-71.174,49.868767999999996,2022-11,59.18,34.34,46.76,3.4330708661417324
NORWOOD MEMORIAL AIRPORT,42.191,-71.174,49.868767999999996,2022-12,45.86,26.24,36.14,5.515748031496063
NORWOOD MEMORIAL AIRPORT,42.191,-71.174,49.868767999999996,2023-01,45.86,30.74,38.3,6.114173228346457
NORWOOD MEMORIAL AIRPORT,42.191,-71.174,49.868767999999996,2023-02,45.5,24.259999999999998,34.88,1.582677165354331
NORWOOD MEMORIAL AIRPORT,42.191,-71.174,49.868767999999996,2023-03,50.540000000000006,32,41.36,5.437007874015748
NORWOOD MEMORIAL AIRPORT,42.191,-71.174,49.868767999999996,2023-04,64.22,40.64,52.34,3.728346456692914
NORWOOD MEMORIAL AIRPORT,42.191,-71.174,49.868767999999996,2023-05,72.68,42.620000000000005,57.74,2.1062992125984255
NORWOOD MEMORIAL AIRPORT,42.191,-71.174,49.868767999999996,2023-06,77.53999999999999,55.58,66.56,4.751968503937008
NORWOOD MEMORIAL AIRPORT,42.191,-71.174,49.868767999999996,2023-07,86.18,66.38,76.28,9.05511811023622
NORWOOD MEMORIAL AIRPORT,42.191,-71.174,49.868767999999996,2023-08,81.14,60.08,70.52,5.834645669291339
NORWOOD MEMORIAL AIRPORT,42.191,-71.174,49.868767999999996,2023-09,76.46000000000001,57.019999999999996,66.74000000000001,6.031496062992126
NORWOOD MEMORIAL AIRPORT,42.191,-71.174,49.868767999999996,2023-10,,,,2.0039370078740157
NORWOOD MEMORIAL AIRPORT,42.191,-71.174,49.868767999999996,2023-11,52.34,29.48,41,2.066929133858268
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2014-01,29.66,14.18,21.92,3.1062992125984255
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2014-02,30.2,16.340000000000003,23.18,4.070866141732284
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2014-03,37.04,19.759999999999998,28.4,5.421259842519685
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2014-04,54.86,35.78,45.32,4.440944881889764
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2014-05,65.66,47.480000000000004,56.480000000000004,4.169291338582678
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2014-06,75.38,56.84,66.2,1.5590551181102363
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2014-07,79.16,61.7,70.34,6.283464566929134
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2014-08,75.56,58.82,67.28,6.000000000000001
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2014-09,69.98,53.24,61.519999999999996,2.720472440944882
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2014-10,59.18,45.14,52.16,6.370078740157481
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2014-11,45.32,30.02,37.76,4.559055118110236
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2014-12,37.94,27.32,32.72,4.905511811023622
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2015-01,28.4,13.64,21.02,5.031496062992126
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2015-02,23.36,5.18,14.36,3.279527559055118
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2015-03,37.76,21.92,29.84,2.425196850393701
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2015-04,54.68,37.76,46.22,2.9763779527559056
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2015-05,74.48,50.72,62.6,0.5984251968503937
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2015-06,73.22,55.76,64.4,6.354330708661418
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2015-07,80.6,63.31999999999999,71.96000000000001,2.866141732283465
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2015-08,78.80000000000001,62.42,70.7,3.2086614173228347
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2015-09,75.74000000000001,56.480000000000004,66.02,4.149606299212599
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2015-10,57.92,41,49.46,3.066929133858268
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2015-11,52.34,36.68,44.6,1.763779527559055
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2015-12,47.84,35.06,41.36,4.649606299212598
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2016-01,34.34,20.299999999999997,27.32,2.125984251968504
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2016-02,39.38,19.759999999999998,29.66,5.271653543307087
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2016-03,49.1,30.92,39.92,3.492125984251969
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2016-04,54.5,34.52,44.42,2.62992125984252
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2016-05,65.84,48.019999999999996,57.019999999999996,2.216535433070866
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2016-06,75.38,55.58,65.48,1.6614173228346458
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2016-07,81.68,62.96,72.32,2.062992125984252
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2016-08,80.78,63.5,72.14,3.9527559055118116
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2016-09,72.32,55.94,64.03999999999999,3.2755905511811028
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2016-10,59.540000000000006,43.34,51.44,6.5748031496063
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2016-11,49.82,34.88,42.44,3.8937007874015754
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2016-12,36.32,23,29.66,3.799212598425197
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2017-01,35.78,24.08,29.84,3.913385826771654
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2017-02,40.46,23.9,32.18,2.440944881889764
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2017-03,37.76,22.1,29.84,4.0078740157480315
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2017-04,58.64,40.64,49.64,4.751968503937008
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2017-05,61.88,45.68,53.78,5.968503937007874
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2017-06,74.48,56.480000000000004,65.48,4.334645669291339
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2017-07,77.36,60.980000000000004,69.25999999999999,2.295275590551181
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2017-08,76.46000000000001,59.72,68.18,1.594488188976378
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2017-09,72.32,56.480000000000004,64.4,2.515748031496063
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2017-10,66.38,49.46,57.92,8.84251968503937
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2017-11,47.480000000000004,30.92,39.2,1.7913385826771655
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2017-12,30.92,19.4,25.16,2.8740157480314963
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2018-01,31.82,16.52,24.08,3.6220472440944884
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2018-02,42.8,24.439999999999998,33.62,4.877952755905512
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2018-03,39.92,27.14,33.62,4.9015748031496065
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2018-04,49.1,32.72,41,5.6141732283464565
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2018-05,71.6,51.08,61.34,2.295275590551181
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2018-06,73.4,55.400000000000006,64.4,4.019685039370079
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2018-07,81.68,63.86,72.68,5.161417322834645
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2018-08,79.52,64.58000000000001,71.96000000000001,5.909448818897638
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2018-09,70.88,56.84,63.68000000000001,7.251968503937007
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2018-10,55.94,40.82,48.379999999999995,4.456692913385827
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2018-11,41.72,30.02,35.96,10.007874015748031
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2018-12,38.3,23.72,31.1,4.653543307086615
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2019-01,30.92,15.440000000000001,23.18,5.082677165354331
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2019-02,34.52,19.4,26.96,3.484251968503937
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2019-03,41.36,24.62,32.9,3.28740157480315
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2019-04,54.86,38.12,46.58,7.885826771653544
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2019-05,62.96,45.68,54.32,3.52755905511811
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2019-06,73.75999999999999,57.019999999999996,65.48,3.3858267716535435
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2019-07,82.22,64.94,73.58000000000001,4.889763779527559
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2019-08,78.08000000000001,60.44,69.25999999999999,3.7125984251968505
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2019-09,70.52,52.879999999999995,61.7,2.188976377952756
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2019-10,58.64,44.6,51.620000000000005,7.7047244094488185
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2019-11,43.16,28.22,35.78,2.598425196850394
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2019-12,35.96,23,29.48,7.051181102362205
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2020-01,37.58,24.259999999999998,30.92,2.1062992125984255
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2020-02,38.12,24.259999999999998,31.1,3.2283464566929134
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2020-03,48.379999999999995,31.46,39.92,4.255905511811024
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2020-04,50.18,35.06,42.620000000000005,6.031496062992126
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2020-05,66.02,45.68,55.76,1.81496062992126
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2020-06,77.72,58.28,68,2.4330708661417324
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2020-07,83.48,65.84,74.66,1.4724409448818898
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2020-08,81.32,63.14,72.14,4.551181102362205
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2020-09,71.96000000000001,54.32,63.14,2.350393700787402
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2020-10,59.36,43.879999999999995,51.620000000000005,6.01968503937008
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2020-11,54.14,37.22,45.68,5.956692913385828
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2020-12,39.38,25.88,32.54,6.728346456692914
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2021-01,33.44,21.92,27.68,2.2755905511811023
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2021-02,33.26,22.28,27.86,3.1850393700787407
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2021-03,49.28,29.12,39.2,2.035433070866142
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2021-04,57.2,38.66,48.019999999999996,3.133858267716535
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2021-05,67.64,48.56,58.1,5.94488188976378
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2021-06,79.34,60.620000000000005,69.98,1.4133858267716535
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2021-07,75.74000000000001,61.34,68.53999999999999,13.854330708661417
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2021-08,79.7,65.30000000000001,72.5,5.425196850393702
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2021-09,71.6,56.480000000000004,64.03999999999999,7.602362204724409
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2021-10,62.6,48.74,55.58,7.074803149606299
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2021-11,48.2,32.36,40.28,1.673228346456693
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2021-12,41.54,28.94,35.24,3.606299212598425
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2022-01,31.28,14,22.64,3.1220472440944884
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2022-02,39.38,20.66,30.02,5.334645669291339
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2022-03,46.76,28.58,37.58,3.460629921259843
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2022-04,55.400000000000006,38.12,46.76,3.909448818897638
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2022-05,69.98,50.900000000000006,60.44,2.425196850393701
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2022-06,74.66,56.84,65.66,3.161417322834646
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2022-07,82.22,64.4,73.22,3.539370078740158
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2022-08,82.94,64.75999999999999,73.94,2.9133858267716537
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2022-09,69.44,54.32,61.88,6.141732283464568
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2022-10,60.26,44.78,52.519999999999996,4.433070866141732
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2022-11,53.24,37.76,45.5,3.834645669291339
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2022-12,41.18,27.32,34.34,6.066929133858268
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2023-01,39.92,29.66,34.7,6.141732283464568
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2023-02,40.64,23.9,32.36,1.6535433070866143
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2023-03,45.32,30.56,37.94,4.330708661417323
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2023-04,60.08,41.54,50.72,4.791338582677166
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2023-05,68.53999999999999,47.3,57.92,2.543307086614173
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2023-06,73.22,56.480000000000004,64.94,4.736220472440945
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2023-07,81.68,65.66,73.58000000000001,12.30708661417323
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2023-08,76.28,61.519999999999996,68.9,5.881889763779528
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2023-09,71.78,58.1,64.94,8.78740157480315
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2023-10,63.86,48.56,56.3,3.811023622047244
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2023-11,46.58,31.28,38.84,1.4645669291338586
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2014-01,32.18,14,23.18,2.4448818897637796
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2014-02,33.62,12.379999999999999,23,2.295275590551181
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2014-03,40.28,20.479999999999997,30.38,3.84251968503937
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2014-04,60.8,35.24,48.019999999999996,5.385826771653544
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2014-05,71.78,48.019999999999996,59.900000000000006,4.110236220472442
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2014-06,80.96000000000001,56.480000000000004,68.72,3.5551181102362204
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2014-07,84.2,61.34,72.68,6.708661417322835
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2014-08,80.6,57.379999999999995,69.08000000000001,4.716535433070867
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2014-09,75.92,51.26,63.5,0.9133858267716536
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2014-10,63.31999999999999,43.52,53.42,4.712598425196851
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2014-11,48.379999999999995,28.94,38.66,2.8543307086614176
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2014-12,40.64,28.22,34.34,4.452755905511811
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2015-01,30.74,10.399999999999999,20.479999999999997,2.452755905511811
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2015-02,26.42,2.84,14.719999999999999,0.03149606299212599
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2015-03,40.64,20.12,30.38,1.578740157480315
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2015-04,59.72,35.96,47.84,3.2283464566929134
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2015-05,79.52,49.82,64.75999999999999,1.0393700787401574
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2015-06,77,54.86,66.02,8.271653543307087
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2015-07,84.2,60.44,72.32,3.3307086614173227
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2015-08,84.56,60.08,72.32,2.114173228346457
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2015-09,80.6,54.32,67.46000000000001,4.637795275590551
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2015-10,62.24,37.4,49.82,3.574803149606299
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2015-11,55.94,33.62,44.78,1.8385826771653546
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2015-12,49.28,33.98,41.72,4.070866141732284
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2016-01,38.12,19.4,28.759999999999998,1.5984251968503937
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2016-02,40.64,18.32,29.48,4.330708661417323
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2016-03,53.78,31.1,42.44,2.350393700787402
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2016-04,59.18,34.16,46.58,1.5118110236220472
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2016-05,71.06,46.4,58.82,2.4803149606299213
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2016-06,80.6,54.32,67.46000000000001,1.799212598425197
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2016-07,88.34,61.519999999999996,75.02,2.988188976377953
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2016-08,86.9,61.7,74.30000000000001,2.8700787401574805
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2016-09,78.25999999999999,53.42,65.84,2.4330708661417324
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2016-10,63.31999999999999,40.1,51.8,1.6141732283464567
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2016-11,52.879999999999995,30.56,41.72,2.940944881889764
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2016-12,38.84,21.02,30.02,2.925196850393701
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2017-01,38.84,22.46,30.56,3.484251968503937
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2017-02,43.16,21.740000000000002,32.36,1.8897637795275593
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2017-03,41.36,21.38,31.46,2.9645669291338583
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2017-04,63.5,40.46,51.980000000000004,3.9724409448818903
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2017-05,67.1,46.22,56.66,5.771653543307087
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2017-06,80.24000000000001,54.5,67.28,3.3503937007874014
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2017-07,83.12,60.620000000000005,71.78,2.0118110236220472
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2017-08,80.96000000000001,57.2,69.08000000000001,2.1653543307086616
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2017-09,77.53999999999999,54.68,66.2,2.1181102362204722
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2017-10,70.7,45.5,58.1,8.003937007874017
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2017-11,49.46,28.94,39.2,0.7322834645669293
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2017-12,34.16,17.6,25.88,2.0118110236220472
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2018-01,34.7,14.18,24.439999999999998,3.366141732283465
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2018-02,44.06,23.9,33.98,4.755905511811024
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2018-03,44.6,27.86,36.14,1.8700787401574803
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2018-04,52.7,31.1,41.9,5.011811023622047
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2018-05,76.1,50,62.96,2.303149606299213
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2018-06,78.62,53.96,66.38,5.039370078740157
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2018-07,86.9,62.42,74.66,6.996062992125984
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2018-08,84.74000000000001,64.75999999999999,74.84,3.755905511811024
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2018-09,74.84,56.84,65.84,9.594488188976378
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2018-10,60.620000000000005,41,50.72,5.8858267716535435
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2018-11,44.42,29.84,37.22,8.066929133858268
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2018-12,40.46,23.54,32,5.1732283464566935
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2019-01,33.44,15.8,24.62,3.913385826771654
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2019-02,37.22,19.04,28.04,2.984251968503937
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2019-03,44.6,23.9,34.34,1.8425196850393701
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2019-04,59.36,37.58,48.56,7.039370078740158
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2019-05,68.18,46.94,57.56,3.645669291338583
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2019-06,78.62,55.58,67.1,2.767716535433071
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2019-07,88.7,63.31999999999999,76.1,3.519685039370079
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2019-08,83.48,57.92,70.7,2.3070866141732287
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2019-09,76.1,49.82,62.96,2.2913385826771657
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2019-10,62.78,42.620000000000005,52.7,6.370078740157481
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2019-11,46.58,26.42,36.5,2.622047244094488
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2019-12,37.58,21.38,29.48,5.28740157480315
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2020-01,40.1,22.28,31.28,1.7913385826771655
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2020-02,40.64,22.82,31.82,2.9173228346456694
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2020-03,51.620000000000005,30.02,40.82,3.7125984251968505
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2020-04,54.86,34.16,44.42,4.818897637795276
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2020-05,70.34,44.96,57.56,1.8464566929133859
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2020-06,82.94,56.120000000000005,69.44,1.5433070866141734
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2020-07,88.16,64.94,76.46000000000001,2.283464566929134
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2020-08,84.38,60.980000000000004,72.68,2.6417322834645667
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2020-09,75.92,50.900000000000006,63.31999999999999,3.6220472440944884
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2020-10,62.42,42.26,52.34,5.299212598425197
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2020-11,56.3,32.18,44.24,5.283464566929133
