# name: NOAA-Weather
# source: https://www.ncei.noaa.gov/access/services/data/v1
# import date: 12/13/2023&comma; 4:17:52 PM
# description: Historical weather data fetched from NOAA. Note that the attribute "utc" has been hidden.
# attribute -- name: where, description: weather station, type: categorical, editable: true
# attribute -- name: latitude, description: Latitude of weather station, type: numeric, unit: º, editable: true
# attribute -- name: longitude, description: Longitude of weather station, type: numeric, unit: º, editable: true
# attribute -- name: elevation, description: Elevation of weather station, type: numeric, unit: ft, precision: 0, editable: true
# attribute -- name: when, description: When the observation occurred in weather station's standard time, type: date, editable: true
# attribute -- name: tMax, description: Maximum temperature, unit: °F, editable: true
# attribute -- name: tMin, description: Minimum temperature, unit: °F, editable: true
# attribute -- name: tAvg, description: Average temperature, unit: °F, editable: true
# attribute -- name: precip, description: Precipitation, unit: in, editable: true
where,latitude,longitude,elevation,when,tMax,tMin,tAvg,precip
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2013-12,16.88,4.459999999999997,10.579999999999998,1.0196850393700787
CARIBOU MUNICIPAL AIRPORT,46.871,-68.017,624.015768,2013-12,20.12,5.899999999999999,12.920000000000002,3.5905511811023625
INTERNATIONAL AIRPORT,46.119,-67.793,476.04988399999996,2013-12,23.36,5.899999999999999,14.719999999999999,2.362204724409449
MILLINOCKET MUNICIPAL ARPT,45.648,-68.693,406.16799199999997,2013-12,24.98,10.399999999999999,17.6,2.2440944881889764
"GREENVILLE 0.7 SE, ME US",45.4578617960215,-69.5841179788113,1174.868804,2014-03,,,,4.637795275590551
EASTPORT,44.9,-66.98,32.8084,2014-04,,,,4.641732283464568
OLD TOWN 2 W,44.928,-68.701,126.96850800000001,2013-12,26.42,9.32,17.78,4.228346456692914
BANGOR INTERNATIONAL ARPT,44.798,-68.819,147.96588400000002,2013-12,27.32,10.579999999999998,18.86,2.929133858267717
STEVEN A BEAN MUNI,44.992,-70.665,1825.1312919999998,2013-12,23.72,7.34,15.620000000000001,3.393700787401575
AUGUSTA STATE AIRPORT,44.316,-69.797,351.04988,2013-12,27.14,14.719999999999999,20.84,2.6338582677165356
WISCASSET AIRPORT,43.964,-69.712,67.913388,2013-12,31.28,13.82,22.64,4.921259842519685
PORTLAND INTERNATIONAL JETPORT AP,43.642,-70.304,44.947508,2013-12,31.46,17.42,24.439999999999998,4.452755905511811
EASTERN SLOPES RGNL ARPT,43.991,-70.948,444.88190399999996,2013-12,30.2,10.759999999999998,20.479999999999997,3.062992125984252
BERLIN MUNICIPAL AIRPORT,44.576,-71.179,1158.13652,2013-12,28.94,11.3,20.12,2.5866141732283467
MT. WASHINGTON OBSERVATORY,44.27,-71.303,6271.981828,2013-12,17.42,0.14000000000000057,8.779999999999998,8.169291338582678
MT WASHINGTON RGNL AIRPORT,44.368,-71.545,1074.147016,2013-12,29.48,12.920000000000002,21.2,2.4606299212598426
ST. JOHNSBURY(AMOS),44.42,-72.019,696.850416,2013-12,29.48,15.620000000000001,22.64,3.28740157480315
MORRISVILLE-STOWE ST ARPT,44.534,-72.614,731.9554039999999,2013-12,28.58,13.459999999999997,21.02,3.015748031496063
PLATTSBURGH INTERNATIONAL AIRPORT,44.65,-73.467,233.923892,2013-12,29.3,13.459999999999997,21.38,2.114173228346457
BURLINGTON INTERNATIONAL AIRPORT,44.468,-73.15,330.052504,2013-12,30.74,16.52,23.72,2.543307086614173
EDWARD F KNAPP STATE ARPT,44.204,-72.562,1125.9842879999999,2013-12,28.94,13.279999999999998,21.02,2.9133858267716537
LEBANON MUNICIPAL AIRPORT,43.626,-72.305,598.097132,2013-12,31.82,16.52,24.259999999999998,2.3267716535433074
HARTNESS ST (SPNGFLD) ARPT,43.344,-72.518,578.0840079999999,2013-12,32.18,16.88,24.439999999999998,1.5078740157480315
SKYHAVEN AIRPORT,43.278,-70.922,323.16274,2013-12,32.9,19.04,25.88,2.5
DURHAM 2 N,43.172,-70.928,119.09449199999999,2013-12,33.08,17.96,25.52,4.1141732283464565
DURHAM 2 SSW,43.109,-70.948,62.992127999999994,2013-12,33.08,17.6,25.34,4.192913385826772
CONCORD MUNICIPAL AIRPORT,43.205,-71.503,343.175864,2013-12,32.36,14.899999999999999,23.72,3.3976377952755907
MANCHESTER AIRPORT,42.93,-71.436,221.12861600000002,2013-12,34.52,20.299999999999997,27.5,1.1574803149606299
JAFFREY MINI-SLVR RNCH APT,42.805,-72.004,1040.02628,2013-12,34.16,17.42,25.88,4.066929133858268
ADIRONDACK REGIONAL ARPT,44.385,-74.207,1663.0577959999998,2013-12,27.68,8.420000000000002,18.14,2.3897637795275593
MASSENA INTL/RCHARDS FD AP,44.936,-74.846,213.91076800000002,2013-12,25.7,10.04,17.78,1.6417322834645671
"CANTON 4 SE, NY US",44.5772,-75.1097,448.162744,2013-12,28.58,10.04,19.22,3.165354330708662
FLOYD BENNETT MEMO AIRPORT,43.338,-73.61,320.866152,2013-12,32.54,15.98,24.259999999999998,2.3858267716535435
GRIFFIS AIRFIELD,43.234,-75.412,519.0288879999999,2013-12,33.8,18.5,26.060000000000002,2.555118110236221
ALBANY INTERNATIONAL AIRPORT,42.747,-73.799,279.85565199999996,2013-12,35.6,19.939999999999998,27.68,3.3858267716535435
WATERTOWN INTL AIRPORT,43.989,-76.026,317.91339600000003,2018-03,,,,2.1496062992125986
OSWEGO COUNTY AIRPORT,43.35,-76.385,475.06563200000005,2013-12,34.16,20.84,27.5,2.1968503937007875
SYRACUSE HANCOCK INTERNATIONAL AP,43.111,-76.104,413.05775600000004,2013-12,35.24,20.66,28.04,2.8897637795275593
ITHACA 13 E,42.44,-76.246,1228.0184120000001,2013-12,34.16,18.14,26.24,3.1181102362204727
GREATER BINGHAMTON/E A LINK FIELD AP,42.207,-75.98,1595.1444079999999,2013-12,,,,
W. H. MORSE STATE AIRPORT,42.891,-73.247,826.1155120000001,2013-12,36.68,19.939999999999998,28.4,2.8818897637795278
HARRIMAN-AND-WEST AIRPORT,42.697,-73.17,640.0918839999999,2018-04,,,,3.9960629921259843
PITTSFIELD MUNICIPAL AP,42.427,-73.289,1193.8976759999998,2013-12,34.7,18.5,26.6,2.7952755905511815
ORANGE MUNICIPAL AIRPORT,42.57,-72.291,555.118128,2013-12,34.88,16.52,25.88,3.2007874015748032
FITCHBURG MUNICIPAL ARP,42.552,-71.756,348.09712399999995,2013-12,36.86,19.759999999999998,28.4,3.460629921259843
"LAWRENCE MUNICIPAL AIRPORT, MA US",42.71722,-71.12389,148.950136,2013-12,37.4,23,30.2,3.0590551181102366
BEVERLY MUNICIPAL AIRPORT,42.584,-70.918,107.939636,2013-12,38.66,22.82,30.74,4.118110236220472
LAURENCE G HANSCOM FLD APT,42.47,-71.289,132.87402,2013-12,36.86,20.66,28.759999999999998,3.921259842519685
GEN E L LOGAN INTERNATIONAL AIRPORT,42.361,-71.01,12.139108,2013-12,40.28,26.42,33.44,4.6299212598425195
EAST MILTON,42.212,-71.114,634.84254,2013-12,38.480000000000004,23.36,30.92,5.271653543307087
NORWOOD MEMORIAL AIRPORT,42.191,-71.174,49.868767999999996,2013-12,40.28,21.92,31.1,3.4881889763779528
WORCESTER REGIONAL AIRPORT,42.271,-71.873,1000.000032,2013-12,34.52,21.02,27.68,4.429133858267717
BARNES MUNICIPAL AIRPORT,42.158,-72.716,270.99738399999995,2013-12,38.12,19.939999999999998,28.94,2.6732283464566935
PLYMOUTH MUNICIPAL AIRPORT,41.91,-70.729,148.950136,2013-12,41.36,24.62,32.9,3.5314960629921264
"CHATHAM 0.4 WSW, MA US",41.674085,-69.969369,27.88714,2016-02,,,,7.200787401574804
BRNSBL MUNI-BMAN/POL FD AP,41.669,-70.28,55.118112,2013-12,43.7,27.68,35.6,4.488188976377953
WAQUIOT BAY RESERVE,41.583,-70.517,32.8084,2013-12,,,,4.84251968503937
NEW BEDFORD RGNL AIRPORT,41.676,-70.958,80.05249599999999,2013-12,41.72,25.88,33.8,4.34251968503937
TAUNTON MUNICIPAL AIRPORT,41.876,-71.021,42.979003999999996,2013-12,42.980000000000004,24.62,33.8,4.31496062992126
THEODORE F GREEN STATE AIRPORT,41.723,-71.433,55.118112,2013-12,41.18,25.7,33.44,4.81496062992126
MARTHAS VINEYARD AIRPORT,41.393,-70.615,67.913388,2013-12,45.32,29.66,37.4,3.799212598425197
NANTUCKET MEMORIAL AIRPORT,41.253,-70.061,47.900264,2013-12,44.06,31.28,37.76,3.661417322834646
NEWPORT STATE AIRPORT,41.533,-71.283,171.91601599999998,2013-12,41.36,28.58,35.06,2.7401574803149606
KINGSTON 1 W,41.478,-71.542,105.97113199999998,2013-12,41.18,23.18,32.18,5.062992125984252
WINDHAM AIRPORT,41.742,-72.184,247.047252,2013-12,39.92,20.66,30.2,3.007874015748032
BRADLEY INTERNATIONAL AIRPORT,41.938,-72.682,174.86877199999998,2013-12,38.480000000000004,22.46,30.56,3.9173228346456694
HARTFORD-BRAINARD AIRPORT,41.736,-72.651,19.028872,2013-12,40.46,24.62,32.54,3.1535433070866143
WESTERLY STATE AIRPORT,41.35,-71.799,81.036748,2013-12,41.9,27.32,34.7,2.9685039370078745
GROTON-NEW LONDON AIRPORT,41.328,-72.049,10.170604,2013-12,42.620000000000005,28.04,35.24,2.6338582677165356
MERIDEN MARKHAM MUNI ARPT,41.51,-72.828,103.01837599999999,2013-12,39.92,22.1,31.1,2.8464566929133857
MILLBROOK 3 W,41.786,-73.742,413.05775600000004,2013-12,38.12,21.02,29.48,4.059055118110236
TWEED-NEW HAVEN AIRPORT,41.264,-72.887,2.952756,2013-12,41.18,27.14,34.16,3.484251968503937
DUTCHESS COUNTY AIRPORT,41.626,-73.882,166.010504,2013-12,40.28,22.64,31.46,3.3385826771653546
MONTAUK AIRPORT,41.073,-71.923,6.889764,2013-12,44.96,32.54,38.84,5.12992125984252
IGOR I SIKORSKY MEMORIAL AIRPORT,41.164,-73.127,4.92126,2013-12,41.54,28.759999999999998,35.06,4.334645669291339
DANBURY MUNICIPAL AIRPORT,41.371,-73.483,457.02101200000004,2013-12,40.28,23.18,31.82,3.9881889763779528
"MONTGOMERY ORANGE CO AIRPORT, NY US",41.50917,-74.265,365.157492,2013-12,39.019999999999996,20.84,29.84,3.251968503937008
FRANCIS S GABRESKI AP,40.844,-72.632,66.929136,2013-12,46.04,26.42,36.32,4.822834645669292
BROOKHAVEN AIRPORT,40.822,-72.869,82.021,2013-12,44.24,28.759999999999998,36.5,5.673228346456693
LONG ISLAND MAC ARTHUR AIRPORT,40.794,-73.102,83.98950400000001,2013-12,44.6,29.84,37.22,5.807086614173229
WESTCHESTER COUNTY AIRPORT,41.062,-73.705,367.12599600000004,2013-12,41.18,26.96,34.16,3.362204724409449
REPUBLIC AIRPORT,40.734,-73.417,81.036748,2013-12,43.34,29.66,36.5,3.2283464566929134
JOHN F KENNEDY INTERNATIONAL AIRPORT,40.639,-73.764,11.154855999999999,2013-12,44.42,31.82,38.12,4.503937007874017
LA GUARDIA AIRPORT,40.779,-73.88,11.154855999999999,2013-12,43.879999999999995,32.54,38.3,4.468503937007874
TETERBORO AIRPORT,40.85,-74.061,8.858268,2013-12,45.5,30.38,37.94,4.330708661417323
CENTRAL PARK,40.779,-73.969,140.091868,2013-12,44.42,32.72,38.66,4.850393700787402
SUSSEX AIRPORT,41.199,-74.626,410.105,2013-12,39.2,19.939999999999998,29.48,2.988188976377953
NEWARK LIBERTY INTERNATIONAL AP,40.683,-74.169,6.889764,2013-12,44.06,29.84,37.04,4.622047244094489
ESSEX COUNTY AIRPORT,40.876,-74.283,172.900268,2013-12,41.54,26.060000000000002,33.8,2.1062992125984255
AEROFLEX-ANDOVER AIRPORT,41.009,-74.736,580.052512,2014-02,33.98,10.940000000000001,22.46,4.090551181102363
SOMERSET AIRPORT,40.624,-74.669,104.98688,2013-12,42.620000000000005,23.18,32.9,3.5039370078740157
WILKES-BARRE/SCRANTON INTL AIRPORT,41.334,-75.727,930.11814,2013-12,38.480000000000004,24.439999999999998,31.46,3.3503937007874014
POCONO MTNS MUNI AIRPORT,41.139,-75.379,1916.01056,2013-12,36.32,21.02,28.759999999999998,2.645669291338583
LEHIGH VALLEY INTERNATIONAL AIRPORT,40.65,-75.448,390.091876,2013-12,40.28,23.36,31.82,4.047244094488189
TRENTON MERCER AIRPORT,40.277,-74.816,189.960636,2013-12,43.52,28.22,35.78,4.633858267716536
DOYLESTOWN AIRPORT,40.33,-75.123,394.028884,2013-12,41.18,25.7,33.44,2.940944881889764
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2014-01,17.06,1.0399999999999991,9.14,2.0078740157480315
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2014-02,18.5,4.279999999999998,11.3,0.9291338582677167
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2014-03,22.82,4.82,13.82,1.0275590551181104
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2014-04,42.8,26.42,34.52,2.6535433070866143
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2014-05,58.64,41,49.82,3.7716535433070866
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2014-06,71.78,50.900000000000006,61.34,4.106299212598425
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2014-07,74.30000000000001,56.66,65.48,6.354330708661418
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2014-08,72.5,53.42,62.96,1.97244094488189
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2014-09,62.96,43.52,53.24,2.905511811023622
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2014-10,51.8,37.4,44.6,5.011811023622047
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2014-11,33.08,21.38,27.32,1.4055118110236222
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2014-12,25.52,13.279999999999998,19.4,2.484251968503937
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2015-01,15.8,-2.9200000000000017,6.440000000000001,0.7165354330708662
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2015-02,10.399999999999999,-7.060000000000002,1.5800000000000018,0.10236220472440946
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2015-03,28.22,9.32,18.68,0.21653543307086615
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2015-04,44.06,26.6,35.24,2.0236220472440944
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2015-05,64.75999999999999,42.620000000000005,53.6,2.5039370078740157
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2015-06,64.58000000000001,47.480000000000004,55.94,4.751968503937008
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2015-07,71.24000000000001,53.06,62.06,3.2047244094488194
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2015-08,75.92,57.019999999999996,66.56,4.200787401574804
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2015-09,70.88,49.82,60.44,3.5905511811023625
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2015-10,48.2,31.28,39.74,2.1496062992125986
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2015-11,39.74,28.22,33.98,1.9291338582677167
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2015-12,31.46,21.92,26.78,2.9921259842519685
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2016-01,23.18,9.5,16.340000000000003,0.6299212598425197
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2016-02,26.24,5.899999999999999,15.98,2.858267716535433
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2016-03,30.74,14.18,22.46,2.47244094488189
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2016-04,43.16,23.18,33.08,1.3188976377952757
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2016-05,62.96,41.72,52.34,2.81496062992126
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2016-06,69.98,50.72,60.44,4.751968503937008
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2016-07,74.84,55.22,65.12,5.094488188976379
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2016-08,75.38,55.76,65.48,2.8188976377952755
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2016-09,66.92,47.480000000000004,57.2,2.5275590551181106
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2016-10,53.78,36.5,45.14,3.12992125984252
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2016-11,40.82,30.56,35.6,1.9488188976377954
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2016-12,22.64,8.779999999999998,15.620000000000001,1.578740157480315
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2017-01,23.72,9.86,16.7,1.7244094488188977
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2017-02,24.439999999999998,7.52,15.98,0.909448818897638
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2017-03,26.96,10.940000000000001,18.86,1.5748031496062993
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2017-04,45.86,31.64,38.84,2.7283464566929134
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2017-05,59.900000000000006,41.72,50.72,4.78740157480315
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2017-06,68.53999999999999,49.1,58.82,5.8385826771653555
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2017-07,73.4,52.879999999999995,63.31999999999999,1.952755905511811
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2017-08,71.96000000000001,51.26,61.519999999999996,1.909448818897638
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2017-09,68.18,48.379999999999995,58.28,3.5314960629921264
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2017-10,58.46,39.019999999999996,48.74,6.799212598425197
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2017-11,34.88,19.04,26.96,3.1929133858267718
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2017-12,17.240000000000002,4.640000000000001,10.940000000000001,1.8897637795275593
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2018-01,17.06,0.6800000000000033,8.959999999999997,1.8031496062992125
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2018-02,26.6,7.879999999999999,17.240000000000002,0.751968503937008
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2018-03,33.44,20.66,27.14,0.9606299212598425
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2018-04,43.16,27.5,35.24,3.78740157480315
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2018-05,65.48,40.1,52.7,1.97244094488189
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2018-06,69.25999999999999,48.74,59,2.0157480314960634
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2018-07,82.4,60.980000000000004,71.78,3.3425196850393704
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2018-08,78.98,59.36,69.25999999999999,4.059055118110236
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2018-09,67.82,47.66,57.74,2.6614173228346454
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2018-10,46.58,32.9,39.74,2.7322834645669296
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2018-11,33.08,23,28.04,2.440944881889764
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2018-12,24.259999999999998,10.579999999999998,17.42,2.484251968503937
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2019-01,19.22,2.3000000000000007,10.940000000000001,1.925196850393701
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2019-02,20.12,4.640000000000001,12.379999999999999,0.9212598425196851
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2019-03,33.26,14.899999999999999,24.08,1.503937007874016
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2019-04,44.24,30.74,37.58,2.712598425196851
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2019-05,58.46,39.74,49.1,2.9330708661417324
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2019-06,70.52,50.18,60.44,3.0000000000000004
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2019-07,78.08000000000001,56.84,67.46000000000001,4.921259842519685
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2019-08,72.5,53.42,62.96,2.4291338582677167
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2019-09,61.16,42.620000000000005,51.980000000000004,3.094488188976378
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2019-10,51.8,36.5,44.24,4.917322834645669
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2019-11,32,20.479999999999997,26.24,2.6181102362204727
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2019-12,25.7,11.659999999999997,18.68,1.4842519685039373
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2020-01,21.92,8.599999999999998,15.259999999999998,1.673228346456693
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2020-02,25.16,6.98,16.159999999999997,0.9212598425196851
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2020-03,33.62,16.340000000000003,24.98,1.4409448818897639
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2020-04,42.980000000000004,27.68,35.42,1.4488188976377951
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2020-05,60.08,39.019999999999996,49.64,1.952755905511811
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2020-06,73.94,51.44,62.78,1.1614173228346458
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2020-07,78.08000000000001,58.82,68.53999999999999,1.9133858267716537
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2020-08,75.02,54.14,64.58000000000001,2.736220472440945
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2020-09,65.84,43.879999999999995,54.86,1.2559055118110236
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2020-10,48.92,33.44,41.18,6.039370078740158
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2020-11,41.18,26.6,33.98,2.4803149606299213
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2020-12,30.74,17.96,24.259999999999998,1.503937007874016
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2021-01,22.46,13.82,18.14,0.5826771653543308
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2021-02,23.72,8.240000000000002,15.98,0.9015748031496063
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2021-03,35.6,15.8,25.7,1.3818897637795278
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2021-04,50.900000000000006,31.64,41.18,1.763779527559055
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2021-05,62.6,39.74,51.26,1.9803149606299213
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2021-06,73.75999999999999,52.519999999999996,63.14,3.94488188976378
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2021-07,73.03999999999999,52.7,62.78,1.7362204724409451
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2021-08,78.80000000000001,58.64,68.72,1.5748031496062993
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2021-09,66.02,47.84,57.019999999999996,7.791338582677166
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2021-10,56.84,40.64,48.74,2.7755905511811023
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2021-11,39.38,27.32,33.26,1.68503937007874
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2021-12,26.78,11.84,19.4,1.4370078740157481
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2022-01,14.899999999999999,-4.180000000000007,5.359999999999999,0.3425196850393701
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2022-02,21.38,3.019999999999996,12.2,1.65748031496063
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2022-03,31.1,16.52,23.9,1.7559055118110238
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2022-04,44.78,30.74,37.76,1.6653543307086613
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2022-05,65.12,41.9,53.42,4.925196850393701
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2022-06,68.72,49.82,59.18,4.858267716535433
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2022-07,77.72,56.480000000000004,66.92,5.334645669291339
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2022-08,75.38,55.58,65.48,3.4291338582677167
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2022-09,66.02,46.22,56.120000000000005,2.3346456692913384
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2022-10,59.18,39.92,49.64,4.905511811023622
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2022-11,40.1,27.32,33.62,3.145669291338583
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2022-12,31.28,19.04,25.16,2.452755905511811
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2023-01,24.439999999999998,12.02,18.14,2.598425196850394
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2023-02,21.02,1.9400000000000013,11.48,0.6771653543307087
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2023-03,34.52,20.299999999999997,27.5,0.751968503937008
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2023-04,48.92,30.56,39.74,0.7007874015748032
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2023-05,62.06,39.74,50.900000000000006,1.9173228346456694
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2023-06,69.25999999999999,52.16,60.620000000000005,5.511811023622047
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2023-07,78.98,62.24,70.7,3.6023622047244097
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2023-08,69.62,54.5,62.06,6.980314960629922
NRN AROOSTOOK REGIONAL APT,47.286,-68.313,987.8609240000001,2023-09,69.25999999999999,50.18,59.72,4.535433070866142
